lat,long,h,wind_min, wind_max,power_ninth_decile,power_max
22.5,75.0,50,8.7, 8.72, 784.43, 785.47
30.0,77.5,10,7.09, 7.1, 476.58, 477.03
14.5,76.0,150,9.55, 9.6, 1113.42, 1117.67
24.0,77.5,200,9.67, 10.36, 1195.76, 1376.73
31.0,78.0,100,9.02, 9.06, 857.35, 857.46
19.5,80.0,10,3.15, 6.24, 445.2, 597.01
19.5,80.5,10,5.16, 5.83, 328.8, 333.93
24.0,76.5,200,9.66, 9.7, 1093.9, 1094.85
21.0,79.5,200,7.35, 10.19, 1235.31, 1332.17
31.0,78.0,50,8.3, 8.34, 726.51, 726.75
24.0,80.5,50,6.81, 7.06, 496.33, 503.28
19.0,80.5,100,7.18, 7.52, 547.84, 558.91
16.5,78.5,50,3.63, 10.22, 1049.39, 2828.75
25.5,72.0,10,7.13, 7.14, 494.95, 495.69
27.0,77.0,50,8.52, 8.54, 744.29, 744.63
24.5,76.5,100,9.36, 9.4, 893.3, 895.86
24.5,79.5,100,9.42, 10.01, 1187.54, 1202.94
14.5,77.0,100,8.02, 9.03, 990.01, 1050.11
34.0,78.5,150,9.24, 9.25, 954.78, 955.2
27.0,77.5,150,9.31, 9.38, 969.51, 970.79
25.5,72.5,200,9.33, 9.35, 983.02, 983.45
20.0,78.5,10,4.93, 5.3, 359.81, 384.95
21.0,80.5,50,6.28, 6.66, 439.97, 451.4
21.5,73.0,150,9.15, 9.17, 964.54, 964.94
21.5,72.5,150,9.17, 9.18, 965.7, 966.62
18.0,80.0,150,7.96, 8.91, 848.8, 897.14
19.5,72.0,100,9.07, 9.1, 920.47, 920.96
25.0,81.0,150,8.66, 8.79, 853.63, 858.56
16.5,77.5,100,5.67, 11.7, 1006.8, 2407.67
28.0,75.0,50,8.46, 8.47, 748.56, 749.02
26.0,78.5,50,7.92, 7.99, 678.93, 681.08
13.0,76.5,100,8.93, 8.97, 934.99, 938.7
15.5,78.5,100,4.94, 8.83, 686.34, 1171.91
24.5,75.0,200,9.66, 9.67, 1081.06, 1083.62
24.0,79.5,100,9.63, 10.3, 1293.7, 1336.31
12.5,75.0,150,9.42, 9.43, 1070.43, 1071.24
32.5,78.0,10,7.05, 7.06, 476.5, 476.6
22.5,73.0,50,8.33, 8.34, 768.01, 768.41
24.5,73.5,200,9.37, 9.38, 1003.36, 1003.92
31.0,76.5,100,9.1, 9.12, 843.68, 843.94
29.5,75.5,10,7.12, 7.13, 478.93, 479.32
20.5,78.5,10,3.29, 5.54, 259.04, 368.96
26.0,77.5,150,9.3, 9.4, 970.48, 970.88
26.0,77.5,50,8.34, 8.41, 727.02, 727.39
15.0,76.5,10,7.25, 7.43, 589.62, 592.03
20.0,72.5,200,9.28, 9.29, 1014.75, 1014.99
18.5,81.5,150,9.02, 9.02, 894.9299926757812, 894.93
21.0,75.5,100,9.34, 9.36, 929.26, 929.85
25.0,78.0,150,8.84, 8.89, 852.09, 858.74
10.5,76.0,10,7, 7.02, 524.6500244140625, 526.66
23.5,81.0,200,8.56, 8.73, 863.38, 869.1
29.0,76.0,150,9.33, 9.35, 932.84, 934.01
20.5,80.5,10,5.03, 5.55, 288.16, 299.19
10.0,78.5,50,7.56, 7.65, 662.02, 667.91
20.5,75.5,150,9.62, 9.63, 1068.97, 1069.57
19.0,74.5,150,9.65, 10.08, 1095.18, 1168.26
11.0,77.5,50,7.73, 7.8, 646.16, 646.77
19.0,72.5,200,9.38, 9.39, 1028.699951171875, 1029.07
10.0,76.0,200,9.16, 9.19, 1019.3699951171875, 1021.88
23.5,73.0,150,9.22, 9.23, 966.4500122070312, 966.87
25.0,72.5,100,9.08, 9.1, 883.56, 884.09
24.0,74.5,10,7.15, 7.2, 500.6, 501.03
18.5,73.5,200,9.38, 9.4, 1045.03, 1046.09
18.0,81.0,50,7.78, 7.9, 647.2, 652.23
17.5,78.0,100,4.45, 12.1, 1380.31, 2119.52
13.5,77.0,150,8.31, 8.69, 891.15, 896.73
14.5,75.0,100,9.29, 9.32, 1002.52, 1004.26
17.5,78.0,150,5.46, 12.82, 1724.68, 2387.66
25.0,75.0,100,9.26, 9.3, 895.14, 895.59
12.5,75.5,200,9.37, 9.4, 1100.54, 1102.01
27.0,79.0,200,8.69, 8.84, 918.4, 922.34
21.5,78.5,100,5.98, 7.21, 589.88, 613.25
15.5,76.0,10,7.48, 7.53, 602.34, 605.18
22.0,80.0,10,3.23, 5.68, 398.39, 575.82
32.0,78.0,200,9.3, 9.31, 1026.08, 1026.38
26.5,72.0,100,9.15, 9.17, 878.71, 878.95
14.5,77.5,100,4.93, 7.89, 631.26, 719.25
17.5,76.5,100,8.87, 9.26, 931.41, 940.66
29.5,77.5,10,7.1, 7.11, 476.24, 476.65
23.0,78.5,200,8.58, 8.68, 871.2, 872.31
19.5,78.5,150,6.3, 7.24, 746.04, 851.32
22.5,77.0,150,9.11, 9.26, 942.44, 947.58
24.0,78.5,150,8.67, 8.74, 843.59, 844.84
10.5,78.0,200,8.54, 8.73, 840.92, 841.58
22.0,81.5,10,6.91, 6.92, 460.8500061035156, 460.86
23.5,76.5,150,9.56, 9.6, 1016.22, 1016.89
24.0,73.5,10,7.13, 7.14, 507.36, 507.91
22.0,72.0,150,9.08, 9.13, 951.03, 953.25
16.0,78.0,150,6, 11.76, 1057.46, 2286.65
23.5,75.0,10,7.33, 7.35, 510.22, 510.8
25.5,74.5,100,9.11, 9.16, 885.01, 885.65
24.5,79.0,100,7.25, 7.82, 601, 603.18
19.5,79.5,150,6.04, 7.18, 573.97, 582.58
26.0,79.5,50,4.94, 5.75, 338.76, 345.66
33.0,76.5,50,8.39, 8.42, 706.2, 706.46
22.0,80.5,200,7.94, 8.04, 737.49, 743.16
20.0,77.5,100,7.56, 7.84, 621.6, 628.33
16.0,77.0,200,8.33, 14.93, 1725.96, 4074.72
18.5,76.0,100,9.28, 9.32, 950.49, 951.77
27.0,81.0,150,8.82, 8.9, 891.62, 894.9
21.0,75.0,10,7.37, 7.38, 524.39, 524.54
33.0,77.5,100,9.13, 9.14, 848.61, 848.79
19.5,78.0,150,7.22, 7.57, 621.2, 627.08
10.0,77.0,150,8.62, 8.7, 853.89, 855.25
17.5,77.0,150,7.84, 8.43, 800.69, 812.56
17.5,78.5,150,6.06, 12.28, 2260.79, 3626
21.5,80.0,200,8.38, 11.2, 1679.79, 1744.45
16.5,76.0,100,9.51, 9.57, 1056.66, 1064.16
26.5,78.5,200,9.06, 9.1, 975.19, 979.56
29.5,76.0,150,9.31, 9.32, 925.45, 926.62
20.5,73.5,50,8.31, 8.34, 770.49, 770.9
27.0,76.0,200,9.57, 9.58, 1041.43, 1042.74
27.0,78.5,50,8.08, 8.15, 702.49, 702.9
20.5,72.5,150,9.17, 9.18, 969.6099853515625, 970.27
21.5,77.0,150,8.95, 9.2, 921.72, 923.36
12.5,77.5,200,8.34, 8.82, 862.36, 889.45
22.0,75.5,10,7.35, 7.38, 516.41, 517.04
30.5,76.0,50,8.37, 8.39, 712.8800048828125, 713.31
18.0,72.5,100,9.16, 9.18, 931.280029296875, 931.73
25.0,80.0,150,10.69, 11.06, 1463.47, 1491.35
23.5,75.5,10,7.38, 7.4, 505.63, 506.12
24.0,72.0,50,8.32, 8.34, 748, 749.2
26.5,80.0,50,8.66, 9.26, 1056.17, 1081.22
20.5,77.0,10,6.69, 6.87, 443.54, 444.08
28.5,75.5,150,9.35, 9.37, 935.75, 936.89
22.0,73.5,150,9.26, 9.29, 970.89, 971.19
14.5,76.0,50,8.7, 8.73, 891.61, 894.3
25.5,79.5,150,8.02, 9.01, 997.48, 1093.35
30.5,77.0,10,7.08, 7.09, 473.51, 473.92
12.0,78.5,100,7.18, 7.64, 708.37, 779.95
32.5,78.5,100,8.98, 8.99, 850.12, 850.48
18.5,74.5,10,7.21, 7.32, 537.42, 539.75
18.5,80.5,50,6.7, 7.12, 494.02, 506.49
25.5,76.0,200,9.67, 9.68, 1081.73, 1082.56
24.0,72.5,50,8.39, 8.4, 758.55, 758.9
18.0,72.0,10,7.16, 7.17, 529.2899780273438, 529.8
21.0,78.0,10,3.66, 9.42, 666.39, 1788.91
24.5,81.5,50,8.26, 8.26, 716.6599731445312, 716.66
24.5,80.5,150,7.87, 8.07, 674.09, 683.75
19.0,75.5,50,8.63, 8.66, 807.06, 807.71
30.0,76.5,150,9.33, 9.35, 939.37, 940.41
20.5,76.0,50,8.5, 8.54, 772.71, 772.99
31.0,77.0,200,9.41, 9.43, 1008.51, 1010.35
19.5,81.5,50,8.16, 8.18, 692.75, 692.83
26.5,81.0,200,8.8, 8.88, 920.88, 925.23
17.0,78.5,150,5.59, 11.51, 1912.25, 3505.56
12.0,77.0,50,7.73, 7.83, 680.48, 682.88
23.5,77.0,100,8.79, 9.07, 843.7, 846.55
20.0,73.5,150,9.21, 9.27, 984.82, 986.38
23.5,81.5,100,8.96, 8.96, 837.7899780273438, 837.93
35.5,78.5,50,8.31, 8.38, 729.06, 729.87
18.0,73.5,50,8.43, 8.45, 801.78, 802.1
19.0,72.0,200,9.32, 9.34, 1026.93, 1027.63
29.0,78.5,10,6.93, 6.96, 474.26, 474.43
21.5,74.0,50,8.36, 8.39, 764.96, 765.21
28.5,75.0,50,8.45, 8.47, 749.54, 750.14
33.5,78.5,50,8.26, 8.28, 720.97, 721.31
24.5,76.0,100,9.39, 9.4, 897.84, 898.33
18.0,81.0,150,8.63, 8.74, 828.31, 834.47
19.5,75.0,150,9.71, 9.72, 1093.19, 1093.56
21.5,72.0,50,8.25, 8.28, 760.5, 761.41
23.0,81.0,200,8.54, 8.68, 856.92, 862.73
26.0,72.5,10,7.11, 7.11, 498.04, 498.33
29.0,77.0,150,9.33, 9.37, 964.51, 965.45
24.5,78.0,100,8.06, 8.26, 659.29, 671.04
25.5,74.5,10,7.12, 7.16, 499.55, 499.77
23.5,81.5,200,9.08, 9.08, 942.0399780273438, 942.04
26.5,76.5,200,9.58, 9.6, 1067.64, 1068.06
25.0,81.0,50,7.84, 7.96, 670.91, 674.56
11.5,76.0,50,8.28, 8.35, 809.5, 811.12
31.5,77.0,100,9.11, 9.13, 846.49, 846.58
35.0,77.5,50,8.47, 8.49, 715.14, 715.71
10.5,76.0,100,8.92, 8.95, 919.6400146484375, 922.37
11.5,78.5,10,4.95, 5.66, 334.31, 346.75
24.0,76.0,10,7.33, 7.34, 497.86, 498.21
26.0,72.0,150,9.28, 9.3, 942.01, 942.95
18.5,79.0,200,4.86, 8.54, 1117.38, 1292.33
18.5,79.0,100,3.52, 6.6, 722.35, 886.8
11.0,78.5,10,3.1, 14.45, 1338.27, 5168.82
29.0,78.5,200,9.17, 9.2, 1008.01, 1008.99
13.5,75.5,150,9.34, 9.38, 1069.62, 1070.42
17.5,76.5,150,9.14, 9.54, 1027.4, 1040.16
19.5,81.5,150,9.01, 9.01, 884.510009765625, 884.52
