lat,long,h,wind_min, wind_max,power_ninth_decile,power_max
16.0,77.5,10,2.46, 7.83, 291.43, 2503.34
23.5,79.0,200,7.97, 8.17, 749.94, 754.59
25.0,79.5,10,5.36, 6.17, 446.97, 499.15
15.0,75.5,150,9.48, 9.51, 1080.67, 1081.38
19.5,72.0,200,9.29, 9.32, 1022.29, 1023
22.5,73.5,100,9.07, 9.1, 898.49, 898.72
32.5,78.0,50,8.33, 8.34, 721.93, 722.18
23.5,77.0,150,9.24, 9.41, 979.02, 982.34
17.5,76.5,50,8.16, 8.53, 790.41, 797.81
19.0,78.0,100,7.02, 8.24, 703.5, 766.63
14.5,75.0,200,9.54, 9.59, 1112.57, 1114.47
16.5,76.0,150,9.69, 9.78, 1138.82, 1145.8
24.5,74.0,200,9.39, 9.41, 1010.57, 1011.45
19.5,75.0,200,9.81, 9.82, 1169.2, 1169.73
15.0,76.5,150,9.49, 9.71, 1154.2, 1156.41
23.5,75.0,50,8.65, 8.67, 774.73, 775.76
17.5,76.5,200,9.28, 9.64, 1089.14, 1102.21
12.0,75.0,200,9.49, 9.5, 1114.949951171875, 1115.17
24.5,77.5,10,6.59, 6.87, 423.93, 430.17
17.5,77.0,200,8.22, 8.75, 913.76, 927.76
23.0,76.0,50,8.65, 8.67, 762.59, 763.35
15.0,77.5,150,7.42, 17.24, 2701.04, 6719.34
14.5,77.0,150,8.68, 9.41, 1156.81, 1245.52
20.5,75.0,100,9.4, 9.41, 942, 942.4
18.5,74.0,50,8.53, 8.57, 803.69, 804.08
13.5,78.5,100,7.26, 12.36, 1430.01, 2513.83
27.0,81.5,200,9.13, 9.14, 977.03, 977.12
27.5,78.5,10,6.84, 6.9, 467.35, 467.58
27.0,72.5,100,9.08, 9.09, 875.74, 876.22
31.5,77.0,50,8.38, 8.4, 714.14, 714.37
23.5,80.5,10,5.64, 5.85, 316.46, 322.41
28.0,78.5,50,8.15, 8.19, 709.68, 710.02
31.5,77.0,150,9.33, 9.34, 942.05, 943.06
18.5,73.0,150,9.29, 9.31, 995.02, 995.54
14.5,78.0,50,4.3, 8.85, 608.25, 1497.12
13.0,77.5,50,7.35, 8.1, 652.64, 686.95
16.5,76.0,50,8.8, 8.86, 901.52, 907.67
22.0,80.5,50,6.87, 7.01, 492.43, 497.23
12.5,77.5,50,7.52, 7.99, 639.09, 657.94
22.0,73.5,100,9.07, 9.09, 898.94, 899.31
14.5,78.5,150,4.51, 5.08, 294.36, 319.23
13.5,77.0,200,8.51, 8.8, 955.51, 962.35
22.5,75.0,100,9.44, 9.46, 929.44, 930.79
25.0,76.5,10,4.37, 10.72, 869.26, 1851.58
32.0,78.0,150,9.25, 9.26, 960.11, 960.5
11.5,78.5,100,7.07, 7.44, 590.34, 612.8
23.5,76.5,50,8.57, 8.59, 753.34, 753.89
25.5,78.0,10,6.78, 6.81, 442.1, 444.15
23.5,75.0,200,9.74, 9.77, 1110.5, 1112.92
19.0,81.0,100,8.3, 8.47, 734.73, 742.38
19.5,81.5,200,9.05, 9.06, 925.27001953125, 925.28
11.5,76.0,10,7.04, 7.1, 539.0499877929688, 540.18
28.0,77.5,100,9.12, 9.15, 861.11, 861.46
18.5,81.0,50,7.69, 7.82, 635.37, 640.89
24.5,81.5,100,8.98, 8.99, 846.3400268554688, 846.82
27.5,81.0,10,6.82, 6.86, 470.26, 471.87
22.0,73.5,200,9.34, 9.37, 1016.29, 1016.65
21.5,75.5,150,9.66, 9.68, 1067.42, 1067.81
19.0,80.5,150,7.67, 7.89, 648.82, 656.17
16.0,75.5,100,9.35, 9.37, 1002.72, 1004.14
27.0,75.0,150,9.39, 9.42, 961.75, 962.38
21.5,76.5,150,9.42, 9.46, 1005.68, 1006.82
20.0,74.5,100,9.28, 9.32, 928.49, 930.14
16.0,78.0,200,6.61, 11.96, 1253.17, 2418.38
21.5,79.0,50,6.07, 6.33, 410.38, 411.59
27.0,72.0,100,9.17, 9.19, 880.13, 880.94
25.0,76.0,10,7.29, 7.31, 493.5, 494.05
27.0,78.5,100,8.82, 8.88, 828.86, 829.4
17.5,75.5,150,9.57, 9.59, 1068.37, 1068.96
21.0,73.5,150,9.21, 9.23, 972.18, 972.65
23.0,81.5,10,6.94, 6.95, 466.3599853515625, 466.5
25.0,73.5,100,9.09, 9.11, 890.0800170898438, 890.12
11.0,77.0,100,8.43, 8.51, 795.54, 795.83
19.5,79.0,10,3.69, 5.36, 356.07, 484.16
23.0,79.0,50,6.56, 7.04, 485.62, 486.55
35.0,78.5,100,9, 9.06, 858.39, 858.95
24.5,78.0,50,7.37, 7.56, 559.25, 569.5
10.0,78.0,200,8.58, 8.69, 849.23, 850.46
21.5,79.5,200,10.13, 11.5, 1615.8, 1762.59
18.0,77.0,150,8.1, 8.39, 768.25, 778.28
20.5,76.0,100,9.22, 9.26, 912.76, 913.09
21.5,79.5,50,6.68, 8.52, 745.1, 874.03
22.0,74.5,100,9.24, 9.3, 902.31, 903.45
19.0,75.0,200,9.8, 9.83, 1172.12, 1173.1
25.5,76.0,150,9.58, 9.61, 1011.99, 1012.5
30.5,77.5,150,9.32, 9.35, 959.47, 959.86
32.5,78.5,150,9.21, 9.22, 952.43, 953.04
21.0,72.5,200,9.26, 9.28, 1007.79, 1008.55
24.5,74.5,50,8.41, 8.44, 754.71, 755.3
25.5,80.0,200,11.17, 12.04, 1866.01, 1877.33
23.0,80.0,10,3.81, 7.34, 341.46, 1003.13
18.0,79.0,10,3.19, 7.95, 761.95, 1444.13
28.5,76.0,100,9.13, 9.15, 845.68, 846.13
28.5,77.5,150,9.35, 9.37, 968.55, 969.05
23.0,77.5,50,6.22, 7.64, 645.3, 697.79
35.0,78.0,150,9.34, 9.36, 959.56, 959.88
34.5,77.5,50,8.46, 8.48, 714.89, 715.57
19.0,77.0,100,8.34, 8.5, 757.4, 761.61
21.5,77.0,200,9.04, 9.3, 1006.12, 1009.76
18.5,79.0,10,1.83, 4.67, 464.9, 887.67
23.5,80.0,10,3.44, 6.32, 521.24, 584.51
31.0,78.0,150,9.22, 9.24, 961.91, 962.13
20.5,79.5,100,4.9, 7.84, 642.12, 823.76
26.5,75.5,10,7.2, 7.22, 484.68, 485.37
22.0,74.0,100,9.06, 9.12, 894.99, 895.38
11.0,78.0,50,7.63, 7.81, 629.06, 631.5
18.0,72.5,150,9.33, 9.34, 995.9600219726562, 996.29
11.5,76.0,100,8.96, 9.03, 945.7899780273438, 948.07
23.5,74.0,200,9.39, 9.44, 1015.7, 1016.53
24.5,75.5,10,7.32, 7.35, 499.57, 499.93
17.0,78.5,200,6.3, 11.79, 2133.11, 3523.73
32.0,77.5,100,9.11, 9.12, 848.21, 848.46
18.0,73.5,100,9.13, 9.15, 936.54, 936.88
21.5,80.5,100,7.21, 7.47, 543.5, 550.24
20.0,78.0,50,6.66, 6.77, 461.4, 464.27
21.5,74.5,200,9.59, 9.63, 1088.79, 1092.02
22.5,79.0,50,6.49, 7.02, 476.84, 479.75
19.0,79.0,100,3.46, 5.36, 368.93, 411.79
22.5,78.5,50,6.9, 7.47, 586.6, 601.46
17.0,76.5,100,9.38, 9.84, 1079.51, 1100.27
17.0,77.5,10,4.7, 11.81, 852.86, 2898.24
32.0,78.5,50,8.26, 8.26, 720.69, 720.9
18.5,79.5,200,6.93, 9.46, 1070.07, 1336.43
26.5,78.0,150,9.1, 9.13, 927.91, 929.4
21.0,80.0,10,5.66, 6.4, 437.83, 454.26
20.0,75.0,50,8.66, 8.68, 805.89, 806.27
29.5,78.5,50,8.21, 8.22, 716.54, 717.19
25.0,72.0,50,8.36, 8.39, 746.82, 748.01
19.0,78.5,200,7.43, 8, 995.89, 1031.78
27.5,75.5,10,7.17, 7.18, 480.12, 480.41
27.5,79.0,100,8.58, 8.68, 791.1, 794.36
27.5,77.0,50,8.49, 8.52, 739.7, 740.14
32.0,76.0,50,8.36, 8.38, 707.0800170898438, 707.36
28.0,76.0,200,9.51, 9.53, 1012.07, 1014.25
23.0,74.5,150,9.44, 9.52, 1002.4, 1005.05
17.0,77.5,200,10.56, 14.65, 2190.4, 3362.64
34.0,78.0,200,9.37, 9.37, 1021.93, 1022.19
21.0,81.0,150,8.3, 8.49, 772.37, 780.18
20.0,74.5,200,9.64, 9.7, 1123.2, 1126.72
32.0,78.0,10,7.04, 7.06, 477.79, 477.96
25.5,74.0,150,9.28, 9.32, 961.12, 961.29
23.5,81.0,50,7.75, 7.88, 651.33, 656.62
17.5,76.5,10,6.91, 7.24, 522.99, 527.54
19.0,73.0,200,9.35, 9.38, 1030.6, 1031.17
12.5,78.5,50,4.66, 11.05, 918.02, 2630.13
29.0,78.5,50,8.2, 8.22, 716.14, 716.33
19.0,76.0,10,7.25, 7.28, 528.02, 528.88
21.0,73.0,150,9.12, 9.14, 963.06, 963.33
25.5,80.0,100,9.56, 10.26, 1138.73, 1158.58
23.0,72.5,200,9.32, 9.34, 999.83, 1001.06
15.0,77.5,100,6.32, 17.1, 2408.34, 7009.17
20.0,79.5,100,6.23, 8.19, 674.97, 722.05
30.0,76.5,200,9.42, 9.44, 1000.59, 1002.38
20.5,80.5,150,6.89, 7.44, 569.21, 591.73
19.5,72.5,10,7.13, 7.14, 523.3800048828125, 523.59
10.5,78.5,100,8.19, 8.57, 829.07, 873.56
21.5,79.0,100,6.63, 6.92, 479.37, 481.65
15.5,75.0,150,9.49, 9.52, 1068.3, 1069.71
30.0,77.5,150,9.33, 9.36, 961.46, 961.64
24.0,76.5,10,7.27, 7.29, 491.56, 491.84
25.5,79.0,200,8.14, 8.4, 817.97, 820.56
21.0,81.0,10,6.36, 6.52, 404.36, 408.11
17.0,78.0,200,7.67, 12.94, 2055.36, 2837.74
25.5,72.5,50,8.38, 8.39, 750.02, 750.85
31.5,77.5,10,7.08, 7.09, 472.08, 472.51
25.5,77.0,10,7.25, 7.25, 495.74, 496.07
15.5,78.0,50,5, 11.99, 1654.58, 3060.95
23.0,77.0,50,7.95, 8.21, 695.55, 699.3
16.0,75.0,100,9.32, 9.35, 995.08, 995.98
21.5,74.0,200,9.37, 9.41, 1033.52, 1035.7
20.0,79.5,50,5.37, 7.13, 509.45, 612.36
26.0,79.0,10,6.13, 6.41, 397.58, 403.35
11.0,77.0,200,8.62, 8.72, 884.01, 884.43
23.0,78.5,10,6.32, 6.49, 414.87, 416.79
18.0,78.0,100,5.4, 10.57, 887.86, 1484.25
23.5,79.0,50,6.6, 7.06, 488.98, 491.35
21.0,74.5,150,9.5, 9.52, 1030.2, 1032.61
24.0,75.0,10,7.31, 7.33, 506.42, 506.96
21.5,80.0,50,5.61, 8.26, 847.08, 901.56
10.5,77.0,10,6.62, 6.69, 454.46, 454.93
24.5,77.0,200,9.63, 9.65, 1090.77, 1092.1
18.5,81.5,100,8.88, 8.89, 826.7899780273438, 826.79
23.5,72.5,200,9.35, 9.37, 996.99, 997.72
25.5,72.5,150,9.25, 9.28, 946.03, 946.52
34.5,78.0,10,7.1, 7.12, 475.85, 476.35
20.0,73.0,200,9.25, 9.27, 1013.4, 1013.88
16.0,78.5,200,4.84, 9.04, 995.3, 1173.1
30.5,76.5,100,9.09, 9.11, 844.74, 845.16
26.5,81.0,10,6.72, 6.8, 460.66, 462.57
21.5,78.0,150,8.92, 11.82, 1628.31, 2013.38
26.0,77.5,10,7.05, 7.12, 478.6, 478.85
17.0,75.0,200,9.67, 9.69, 1134.74, 1135.74
19.5,81.0,200,8.44, 8.64, 830.33, 838.26
22.0,75.0,200,9.78, 9.81, 1141.36, 1143.25
21.0,77.0,100,8.64, 8.91, 798.41, 799.07
15.0,78.0,10,2.03, 9.32, 699.15, 1797.1
24.5,79.5,10,6.28, 6.69, 507.99, 520.23
33.0,77.0,10,7.1, 7.11, 467.39, 467.57
26.5,79.0,200,8.49, 8.72, 886.03, 892.49
25.0,74.5,10,7.13, 7.16, 498.91, 499.14
22.0,80.0,100,5.66, 8.31, 753.5, 859.53
18.0,77.0,10,5.96, 6.25, 379.59, 386.71
34.0,77.5,10,7.14, 7.15, 469.16, 469.84
18.5,78.0,100,6.44, 9.03, 882.38, 1189.79
20.0,80.5,10,3.37, 9.07, 437.63, 1545.93
21.0,77.5,150,7.46, 10.52, 1352.29, 1755.85
24.0,78.0,200,8.68, 8.8, 851.78, 857.2
19.0,80.0,150,5.7, 8.29, 943.62, 1049.66
35.5,77.5,200,9.47, 9.49, 1020.7999877929688, 1021.14
19.0,81.5,150,9.01, 9.02, 889.0900268554688, 889.2
15.0,78.5,10,3.48, 4.06, 196.89, 209
14.5,78.0,150,5.86, 9.95, 894.48, 1511.03
20.5,80.0,50,7.81, 8.28, 708.35, 783.5
21.5,72.0,200,9.15, 9.19, 995.63, 996.82
25.0,72.0,150,9.22, 9.26, 941.57, 942.47
29.0,77.0,200,9.42, 9.45, 1032.33, 1033.11
19.0,77.5,200,7.97, 8.02, 763.32, 766.6
27.0,75.5,200,9.56, 9.59, 1025.66, 1026.76
17.5,76.0,200,9.72, 9.75, 1133.3, 1135.35
21.0,75.0,150,9.69, 9.7, 1076.13, 1077.33
18.5,75.5,200,9.73, 9.75, 1144.47, 1145.48
27.0,80.5,50,7.7, 7.84, 642.74, 647.95
16.5,75.0,50,8.61, 8.63, 845.36, 846.04
18.0,80.5,50,7.12, 7.41, 536.05, 545.76
25.5,81.0,200,8.74, 8.84, 900.37, 905.8
21.5,77.0,50,7.89, 8.18, 666.65, 668.85
27.0,79.5,10,5.58, 5.94, 333.16, 341.04
11.5,78.5,50,6.22, 6.77, 501.87, 521.31
19.0,76.5,100,8.87, 9, 872.41, 873.04
13.0,76.0,150,9.26, 9.29, 1049.75, 1051.15
22.0,80.5,150,7.82, 7.91, 669.62, 673.07
16.0,75.5,200,9.65, 9.66, 1130.5, 1131.36
21.0,79.0,10,3.96, 5.11, 266.49, 303.92
18.5,79.5,10,2.58, 6.42, 418.81, 738.86
21.5,79.0,150,6.95, 7.28, 576.54, 581.05
19.0,74.0,200,9.53, 9.61, 1092.39, 1096.12
11.5,77.5,100,8.37, 8.5, 747.24, 749.43
17.0,76.5,10,7.14, 7.69, 597.12, 610.73
22.5,77.5,50,6.17, 6.5, 539.51, 602.89
26.0,78.0,200,9.14, 9.17, 969.74, 971.24
30.0,78.0,50,8.3, 8.31, 726.13, 726.31
29.5,77.0,50,8.38, 8.39, 721.43, 722.2
22.5,78.5,150,7.94, 8.34, 783.11, 796.48
33.0,78.5,200,9.27, 9.29, 1019.18, 1019.94
17.0,76.0,10,7.44, 7.5, 582.67, 585.74
35.0,77.5,200,9.47, 9.5, 1020.48, 1021.25
14.0,75.0,50,8.58, 8.6, 857.47, 858.61
10.5,76.5,200,9, 9.05, 968.89, 970.43
24.0,72.5,150,9.29, 9.31, 955.8, 956.51
24.0,77.0,50,8.36, 8.54, 741.85, 747.85
20.5,77.0,50,7.92, 8.13, 672.33, 673.12
12.5,75.5,50,8.47, 8.49, 849.47, 850.44
28.5,77.0,50,8.42, 8.43, 729.78, 730.2
23.5,73.5,50,8.4, 8.4, 765.5, 765.79
21.5,80.0,100,6.66, 9.54, 1081.84, 1146.74
11.5,76.0,200,9.2, 9.25, 1049.6400146484375, 1051.81
15.0,76.0,50,8.74, 8.79, 902.6, 905.41
15.0,78.5,100,4.86, 5.48, 328.05, 347.11
21.5,73.5,50,8.33, 8.36, 767.45, 767.86
17.5,75.0,100,9.34, 9.35, 977.89, 978.12
13.5,76.0,200,9.44, 9.48, 1113.16, 1114.64
20.0,76.5,50,8.29, 8.35, 746.68, 747.44
23.5,75.0,150,9.65, 9.66, 1041.37, 1043.41
28.0,75.0,150,9.38, 9.4, 954.85, 955.19
20.5,73.5,200,9.28, 9.3, 1020.52, 1020.98
25.0,77.0,10,7.26, 7.27, 497.64, 497.92
22.5,81.5,50,8.2, 8.2, 703.0499877929688, 703.1
23.5,77.5,10,5.18, 9.42, 608.76, 1317.29
11.0,76.0,50,8.25, 8.3, 795.5700073242188, 798.27
28.0,76.0,100,9.18, 9.18, 849.47, 849.84
22.0,79.5,50,7.68, 8.7, 869.59, 908.92
29.5,75.0,50,8.48, 8.48, 747.1199951171875, 747.24
25.5,77.5,100,9.04, 9.16, 862.45, 862.81
20.0,77.0,50,7.86, 8.03, 665.34, 667.12
26.0,78.0,100,8.82, 8.88, 810.23, 811.39
22.0,77.5,150,7.83, 11.79, 1521.13, 2086.13
26.0,72.0,50,8.41, 8.42, 745.56, 746.52
23.0,80.0,100,6.7, 8.92, 724.94, 1143.89
28.0,75.5,150,9.38, 9.4, 943.89, 944.88
21.0,81.5,100,8.86, 8.87, 812.56, 812.76
16.5,75.5,200,9.66, 9.68, 1128.79, 1129.56
28.0,77.5,200,9.39, 9.43, 1036.34, 1036.6
24.0,74.5,50,8.43, 8.5, 755.22, 755.6
20.0,72.0,100,9, 9.05, 908.89, 909.4
18.0,78.0,150,6.52, 11.45, 1213.96, 1771.2
19.0,72.5,100,9.13, 9.14, 923.4299926757812, 923.72
14.0,76.0,150,9.45, 9.5, 1090.8, 1092.93
35.5,78.5,200,9.34, 9.4, 1028.22, 1029.04
21.5,81.0,10,6.42, 6.56, 412.48, 415.89
22.0,76.0,200,9.7, 9.71, 1119.26, 1119.86
14.0,76.5,50,8.32, 8.44, 831.09, 835.09
14.0,78.0,50,3.91, 8.66, 434.65, 1264.06
12.5,76.5,150,9, 9.08, 978.38, 981.17
20.5,74.0,100,9.08, 9.13, 903.84, 905.17
26.5,81.5,10,7.02, 7.02, 484.67, 485.02
18.5,73.5,10,7.16, 7.17, 531.5, 531.9
16.5,77.0,200,9.73, 13.4, 1711.47, 2738.04
30.0,76.0,200,9.4, 9.41, 973.56, 974.88
27.0,72.0,200,9.39, 9.42, 979.37, 979.95
12.5,77.5,10,6.36, 6.77, 423.06, 434.95
16.0,76.5,200,10.14, 10.65, 1481.44, 1595.42
30.5,77.0,150,9.33, 9.36, 949.01, 949.59
18.5,81.0,10,6.5, 6.61, 422.6, 425.94
19.0,76.0,100,9.25, 9.3, 937.89, 939.37
26.5,76.5,10,7.22, 7.23, 484, 484.17
19.0,74.5,200,9.79, 10.39, 1215.89, 1318.67
27.0,77.0,200,9.55, 9.58, 1071.07, 1071.47
28.5,77.0,150,9.37, 9.38, 975.29, 975.69
19.5,79.0,200,7.45, 9.41, 1244.26, 1344.73
16.0,77.5,100,5.43, 9.8, 679.75, 1995.2
18.5,77.0,200,8.6, 8.72, 882, 885.92
34.5,78.0,50,8.38, 8.41, 722.39, 723.12
20.0,80.0,10,5.45, 6.84, 481.89, 562.08
24.5,80.0,200,11.04, 11.64, 1827.25, 1855.79
18.0,75.5,200,9.69, 9.72, 1141.43, 1142.1
25.5,77.0,50,8.56, 8.57, 753.81, 754.42
27.5,75.0,200,9.49, 9.5, 1008.17, 1008.68
12.0,75.5,150,9.26, 9.29, 1050.06, 1051.05
18.5,76.5,200,9.18, 9.31, 1030.26, 1031.81
23.5,81.0,150,8.54, 8.71, 828.35, 834.69
16.0,77.0,10,2.67, 16.47, 595.97, 8860.06
34.0,78.5,50,8.27, 8.28, 722.4, 722.71
26.0,78.5,200,8.95, 9.02, 948.34, 950.95
22.0,76.0,100,9.35, 9.37, 910.46, 910.83
21.5,77.5,10,2.99, 7.7, 538.66, 927.28
23.5,74.5,200,9.51, 9.58, 1052.35, 1055.76
20.5,77.5,150,7.53, 7.96, 697.17, 710.5
24.5,76.0,50,8.64, 8.65, 755.28, 755.65
24.5,78.5,10,6.6, 6.67, 436.9, 437.2
15.0,75.0,100,9.3, 9.33, 1002.06, 1002.99
28.0,77.0,200,9.47, 9.49, 1052.14, 1052.67
21.5,81.5,100,8.88, 8.88, 818.31, 819.07
22.0,73.0,200,9.26, 9.27, 1009.96, 1010.54
11.5,78.5,150,7.55, 7.8, 709.04, 741.73
23.0,80.5,100,7.5, 7.63, 583.15, 593.01
22.5,81.5,10,6.94, 6.94, 464.54998779296875, 464.77
24.0,80.0,100,8.59, 9.57, 1039.32, 1073.35
31.0,77.5,100,9.11, 9.12, 852.31, 852.56
18.5,78.5,200,6.56, 10.65, 1420.03, 1837.13
29.0,76.5,50,8.41, 8.43, 723.4, 723.74
31.0,77.0,10,7.07, 7.09, 472.47, 472.79
30.0,75.5,50,8.42, 8.43, 724.280029296875, 724.48
26.5,80.5,200,8.55, 8.65, 851.18, 855.24
14.0,75.5,10,7.29, 7.31, 577.04, 577.3
23.5,76.0,150,9.65, 9.68, 1036.22, 1037.09
22.0,80.0,50,4.73, 7.19, 602.46, 697.16
28.5,78.0,200,9.31, 9.33, 1027.7, 1028.38
29.0,75.0,50,8.47, 8.49, 749.85, 750.31
15.0,77.0,10,6.23, 7.65, 823.22, 872.49
14.0,78.0,150,5.89, 9.68, 705.69, 1288.63
24.5,74.5,150,9.35, 9.41, 974.81, 975.62
19.5,80.0,150,6.67, 9.58, 1167.5, 1367.85
17.0,77.5,100,8.22, 13.06, 1377.37, 2510.26
25.0,76.0,100,9.35, 9.37, 893.4, 894.18
13.0,75.5,100,9.19, 9.22, 999.79, 1001.02
27.5,80.5,150,8.78, 8.8, 871.53, 873.81
21.5,73.0,50,8.26, 8.28, 766.79, 767.56
19.0,81.0,150,8.47, 8.63, 799.95, 806.87
25.0,79.0,200,8.09, 8.29, 792.82, 796.75
28.5,75.5,200,9.45, 9.46, 988.36, 989.35
23.0,75.5,10,7.38, 7.4, 509.93, 510.57
19.5,76.0,100,9.23, 9.29, 925.57, 927.21
29.0,77.5,50,8.39, 8.4, 724.53, 725.01
24.0,80.0,200,10.39, 11.56, 1748.53, 1758.56
19.5,76.5,200,9.26, 9.36, 1035.71, 1037.03
13.0,78.5,100,3.3, 7.43, 481.54, 1118.16
18.5,72.0,50,8.4, 8.42, 793.4400024414062, 793.86
29.0,78.0,50,8.31, 8.33, 726.52, 726.79
22.0,75.5,150,9.7, 9.73, 1067.16, 1067.58
23.5,79.0,150,7.71, 8.01, 677.14, 680.87
20.5,72.5,50,8.29, 8.34, 770.8699951171875, 771.39
23.0,79.5,150,10.37, 11.54, 1859.17, 1917.14
15.5,76.5,150,9.84, 10, 1254.36, 1270.39
27.5,72.0,10,7.16, 7.19, 494.7, 495.08
26.5,75.0,10,7.17, 7.19, 494.59, 494.84
21.0,73.0,50,8.24, 8.26, 766.01, 766.26
19.5,73.0,100,9.07, 9.08, 917.12, 917.76
34.5,78.5,100,8.98, 9.02, 854.89, 855.33
18.5,79.5,100,5.19, 8.17, 695.08, 936.13
18.0,80.5,150,8.09, 8.32, 715.95, 724.67
17.0,76.0,100,9.45, 9.52, 1030.16, 1035.69
24.0,79.0,200,7.96, 8.22, 765.53, 768.3
22.5,78.0,150,8.16, 10.96, 1123.66, 1477.83
22.0,75.0,50,8.71, 8.72, 787.44, 788.1
25.5,79.5,10,4.39, 5.12, 312.89, 369.25
18.0,75.0,100,9.35, 9.37, 972.65, 973.13
13.5,78.5,200,9, 12.82, 1949.06, 2734.19
18.5,72.5,50,8.44, 8.47, 792.27001953125, 792.56
12.5,76.5,50,8.2, 8.25, 785.99, 788.56
17.0,75.5,50,8.63, 8.65, 836.45, 837.6
24.5,78.0,10,6.19, 6.37, 370.97, 377.9
31.0,76.5,50,8.37, 8.39, 712.02, 712.23
20.5,78.0,50,6.05, 6.53, 417.21, 430.18
21.5,76.0,150,9.57, 9.6, 1038.56, 1039.06
30.0,78.5,150,9.13, 9.15, 949.24, 949.57
23.5,73.0,50,8.35, 8.36, 767.6400146484375, 767.79
19.0,74.5,100,9.05, 9.49, 956.26, 975.55
23.0,77.0,150,9.09, 9.27, 958.73, 962.92
23.0,80.0,50,5.48, 8.19, 577.07, 1092.71
10.0,77.5,150,8.58, 8.61, 820.52, 821.28
16.5,76.5,10,3.58, 8.01, 739.21, 832.78
26.0,75.0,10,7.17, 7.2, 494.79, 495.45
24.5,77.5,100,8.62, 8.89, 771.11, 782.94
19.5,73.5,200,9.35, 9.4, 1041.04, 1042.68
30.5,78.0,150,9.21, 9.23, 962.24, 962.55
25.5,77.0,100,9.3, 9.31, 894, 894.59
17.0,78.5,50,3.53, 11.2, 1879.64, 4422.75
32.5,77.5,10,7.08, 7.09, 470.81, 470.96
21.5,80.5,200,7.61, 7.83, 697.45, 701.8
28.0,78.0,150,9.24, 9.26, 962.37, 963.44
27.5,76.5,200,9.52, 9.55, 1050.23, 1051.67
21.0,74.0,150,9.29, 9.33, 987.55, 989.96
19.5,72.5,100,9.08, 9.1, 918.989990234375, 919.33
23.0,77.5,150,8.54, 10.04, 1204.44, 1292
29.0,75.5,150,9.31, 9.35, 931.55, 931.99
24.5,75.0,10,7.27, 7.29, 502.61, 502.89
14.5,78.5,10,2.22, 3.33, 124.83, 150.42
27.5,75.0,10,7.17, 7.18, 494.09, 494.53
23.0,74.0,150,9.27, 9.3, 970.15, 970.94
24.5,75.0,50,8.58, 8.6, 762.6, 763.02
12.5,78.0,50,7.68, 7.92, 606.14, 610.1
22.0,72.5,50,8.32, 8.35, 764.21, 764.76
14.0,76.0,50,8.61, 8.64, 878.51, 879.43
24.5,79.0,10,5.57, 6.04, 341.51, 342.78
32.5,76.0,50,8.37, 8.39, 706.0499877929688, 706.46
16.0,77.0,100,6.38, 14.43, 1054.45, 4001.11
24.0,78.5,100,8.47, 8.54, 760.69, 762.15
19.5,72.0,10,7.12, 7.14, 524.02, 524.54
21.0,81.0,100,8.21, 8.4, 714.28, 721.83
19.5,79.0,100,5.91, 7.65, 727.53, 816.61
19.0,80.5,50,6.53, 6.89, 471.01, 479.99
26.5,78.5,100,8.68, 8.78, 813.44, 815.41
22.0,75.0,150,9.7, 9.72, 1066.95, 1068.21
14.5,75.0,50,8.59, 8.62, 857.31, 858.08
22.5,72.0,200,9.15, 9.22, 984.63, 986.76
10.0,76.5,100,8.76, 8.81, 868.19, 868.46
31.5,77.0,10,7.09, 7.1, 470.19, 470.47
18.5,73.0,10,7.15, 7.16, 530.48, 530.87
31.0,76.0,50,8.36, 8.39, 711.1500244140625, 711.76
18.0,80.5,200,8.31, 8.45, 779.49, 784.49
22.5,75.5,150,9.73, 9.74, 1064.05, 1064.8
25.5,74.5,200,9.39, 9.43, 1013.1, 1014.3
24.0,76.5,100,9.34, 9.37, 892.48, 893.34
30.5,76.5,150,9.32, 9.34, 932.65, 933.37
15.0,78.0,100,4.63, 10.45, 1008.22, 1689.94
19.0,75.5,150,9.63, 9.67, 1075.77, 1076.76
20.0,76.5,150,9.22, 9.28, 981.7, 983.41
23.5,78.0,150,7.77, 8.18, 695.6, 701.09
25.0,76.5,200,9.25, 12.19, 1640.8, 2054.76
24.5,78.0,200,8.82, 8.88, 873.95, 876.79
20.5,74.5,100,9.27, 9.3, 918.16, 919.4
27.0,76.5,200,9.55, 9.56, 1057.96, 1059.41
27.0,78.0,200,9.22, 9.25, 1004.46, 1005.74
16.5,78.0,200,7.8, 13.62, 2044.6, 3204.58
25.0,78.5,50,7.9, 7.93, 664.13, 665.35
20.5,74.5,10,7.26, 7.28, 515.27, 515.79
13.5,77.0,50,7.45, 7.85, 694, 696.89
23.5,77.0,10,6.83, 7.07, 469.38, 470.23
21.0,78.5,200,7.08, 10.21, 1067.92, 1407.82
19.0,73.0,100,9.08, 9.12, 923.89, 924.62
30.0,78.5,50,8.21, 8.23, 718.19, 718.55
19.0,73.5,100,9.11, 9.15, 927.86, 928.49
12.0,75.0,150,9.4, 9.42, 1068.780029296875, 1068.99
15.5,77.0,100,7.85, 13.99, 1760.36, 3637.68
21.0,79.5,100,5.58, 8.45, 717.37, 877.08
22.5,75.5,50,8.7, 8.72, 780.79, 781.64
21.0,76.5,10,7.15, 7.17, 497.26, 497.58
18.0,76.0,100,9.32, 9.36, 964.72, 965.6
18.5,76.5,10,6.9, 7.03, 495.93, 497.76
17.5,76.0,10,7.38, 7.4, 559.56, 560.5
